date,PriceUSD,CapMrktCurUSD,CapMVRVCur,SplyCur,IssTotUSD,IssTotNtv,HashRate,AdrActCnt
2011-11-22,,,,1843850,,27650,0.0000183875915903722,3038
2011-11-23,,,,1873200,,29350,0.0000195181125923119,2888
2011-11-24,,,,1898750,,25550,0.0000169910656467997,2414
2011-11-25,,,,1927799.9999983,,29050,0.0000189620109363388,2804
2011-11-26,,,,1956749.9999983,,28950,0.000018436019852638,2851
2011-11-27,,,,1987049.9999983,,30300,0.0000192957306229683,2783
2011-11-28,,,,2016699.9999983,,29650,0.0000189008544709994,2638
2011-11-29,,,,2045149.9999983,,28450,0.0000188405670869238,2047
2011-11-30,,,,2081149.9999983,,36000,0.0000238404363841568,2290
2011-12-01,,,,2116699.9999983,,35550,0.0000235424309293548,2333
2011-12-02,,,,2153849.9999983,,37150,0.0000283164032012046,2355
2011-12-03,,,,2192299.9999983,,38450,0.0000293124678587593,2580
2011-12-04,,,,2224099.9999983,,31800,0.0000256750738204858,2072
2011-12-05,,,,2250449.9999983,,26350,0.0000258498080000859,1796
2011-12-06,,,,2279849.9999983,,29400,0.0000288419110133786,3223
2011-12-07,,,,2308799.9999983,,28950,0.0000284004531917453,2009
2011-12-08,,,,2335599.9999983,,26800,0.0000257948894934761,1951
2011-12-09,,,,2361049.9999983,,25450,0.000024234557426165,1656
2011-12-10,,,,2389599.9999983,,28550,0.0000271865074466409,1735
2011-12-11,,,,2419599.9999983,,30000,0.0000285483247621494,1719
2011-12-12,,,,2449449.9999983,,29850,0.0000271684997701527,1760
2011-12-13,,,,2467199.9999983,,17750,0.0000161554730626535,1444
2011-12-14,,,,2486099.9999983,,18900,0.0000172021656836142,1404
2011-12-15,,,,2510299.9999983,,24200,0.0000220260534149981,1607
2011-12-16,,,,2540349.9999983,,30050,0.0000234176524574674,1891
2011-12-17,,,,2569849.9999983,,29500,0.0000211626870310149,1715
2011-12-18,,,,2601599.9999983,,31750,0.0000227767902791431,1942
2011-12-19,,,,2628549.9999983,,26950,0.0000197460990571456,1776
2011-12-20,,,,2656299.9999983,,27750,0.0000213756363267562,1869
2011-12-21,,,,2688349.9999983,,32050,0.0000246878970909022,1904
2011-12-22,,,,2725949.9999983,,37600,0.0000293668924479014,2078
2011-12-23,,,,2745899.9999983,,19950,0.00001719852400205,1740
2011-12-24,,,,2760049.9999983,,14150,0.0000121984518611031,1374
2011-12-25,,,,2773799.9999983,,13750,0.0000118536192996585,1302
2011-12-26,,,,2790249.9999983,,16450,0.0000141812390894096,1400
2011-12-27,,,,2807449.9999983,,17200,0.0000148278001421183,1742
2011-12-28,,,,2829149.9999983,,21700,0.0000162365672655873,1652
2011-12-29,,,,2889149.9999983,,60000,0.0000299254795744893,2824
2011-12-30,,,,2938649.9999983,,49500,0.0000333814171908118,2589
2011-12-31,,,,2967149.9999983,,28500,0.0000301983157942029,1770
2012-01-01,,,,2995349.9999983,,28200,0.0000298804387858429,1683
2012-01-02,,,,3026949.9999983,,31600,0.0000335914023230669,1997
2012-01-03,,,,3058349.9999983,,31400,0.0000344052681062767,1954
2012-01-04,,,,3090049.9999983,,31700,0.0000347339808588844,1974
2012-01-05,,,,3121599.9999983,,31550,0.0000345696244825805,2018
2012-01-06,,,,3148499.9999983,,26900,0.0000320489446235737,1781
2012-01-07,,,,3170499.9999983,,22000,0.0000264902794048939,1515
2012-01-08,,,,3184449.9999983,,13950,0.0000167972453499214,1239
2012-01-09,,,,3194399.9999983,,9950,0.000011980830912668,1073
2012-01-10,,,,3204099.9999983,,9700,0.0000116798050103397,1116
2012-01-11,,,,3216349.9999983,,12250,0.0000147502692140887,1123
2012-01-12,,,,3244399.9999983,,28050,0.0000232661547509167,1840
2012-01-13,,,,3295449.9999983,,51050,0.0000330089071026092,2486
2012-01-14,,,,3338099.9999983,,42650,0.0000333488983266461,2177
2012-01-15,,,,3354249.9999983,,16150,0.0000183752256005837,1307
2012-01-16,,,,3369999.9999983,,15750,0.00001792011165382,1442
2012-01-17,,,,3382899.9999983,,12900,0.0000146774247831287,1079
2012-01-18,,,,3394749.9999983,,11850,0.000013482750672874,1090
2012-01-19,,,,3403199.9999983,,8450,0.00000961428212538273,837
2012-01-20,,,,3414049.9999983,,10850,0.0000123449658059648,892
2012-01-21,,,,3425349.9999983,,11300,0.0000128569689960739,951
2012-01-22,,,,3445899.9999983,,20550,0.0000118209875857755,1278
2012-01-23,,,,3473249.9999983,,27350,0.0000142555126118943,1648
2012-01-24,,,,3495249.9999983,,22000,0.0000114669571283976,1451
2012-01-25,,,,3524049.9999983,,28800,0.0000150112893317205,1685
2012-01-26,,,,3554099.9999983,,30050,0.0000142044136742519,1777
2012-01-27,,,,3586199.9999983,,32100,0.0000149410891254173,2004
